Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,¿En qué versión fue corregido?,Estrategia de ejecución
Defecto,CORE-568,579,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,Reabierto,Sprint 5,Integración,Funcional,UAT,Software Tradicional,CORE Banking,On-Premise- Hibrido,Ideación,ShadowDR),Paula Navarro,8/29/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
riesgo,POS-101,580,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Alta,Resuelto,Sprint 5,Smoke,Funcional,Unitaria,SAP,CORE Banking,On-Premise- Hibrido,Requisitos,Producción,Ana López,1/6/2024,v1.0.1,Camila Vargas,Sprint 12,v1.0.2,Manual
Defecto,MOB-589,581,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Baja,Pendiente,Sprint 1,Sanity,Datos,UAT,Software IA,ERP,On-Premise- Hibrido,Operacion,Desarrollo,Lucía Fernández,8/9/2025,v1.0.1,Paula Navarro,Sprint 13,v1.0.2,Manual
riesgo,KIOS-411,582,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,Resuelto,Sprint 0,Funcional,Funcional,UAT,Software IA,DWH,On-Premise- Hibrido,Requisitos,Sandbox,Pedro Cruz,7/12/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
riesgo,CORE-568,583,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 20,Integración,Datos,Sistema,SAP,DWH,On-Premise- Hibrido,Requisitos,Integracion,Mariana Cárdenas,8/26/2024,v1.0.1,Daniela Ríos,Sprint 20,v1.0.2,Manual
sugerencia,BD-921,584,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Resuelto,Sprint 18,Regresión,Funcional,Sistema,Datos,CRM,Mainframe,Requisitos,Sandbox,Laura Ortega,9/23/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Incidente,BD-921,585,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Baja,Pendiente,Sprint 3,Funcional,Funcional,Sistema,Software IA,Datalake,On-Premise- Hibrido,Construcción,Producción,Jorge Ramírez,3/14/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Defecto,API-073,586,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Alta,Pendiente,Sprint 6,Sanity,Funcional,UAT,Software Tradicional,Datalake,Mainframe,Construcción,Pruebas,Mariana Cárdenas,7/17/2025,v1.0.1,Lucía Fernández,,v1.0.2,Manual
Defecto,POS-101,587,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Resuelto,Sprint 1,Sanity,Datos,UAT,SAP,Datalake,Mainframe,Ideación,Desarrollo,Paula Navarro,11/24/2024,v1.0.1,Daniela Ríos,Sprint 16,v1.0.2,Manual
sugerencia,KIOS-411,588,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Alta,Cerrado,Sprint 5,Integración,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Ideación,Pruebas,Gabriela Paredes,7/3/2024,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Defecto,BD-921,589,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Cerrado,Sprint 19,Funcional,Funcional,integracion,SAP,Datalake,Mainframe,Ideación,ShadowDR),Ana López,10/4/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Incidente,API-073,590,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 15,Funcional,Desempeño,UAT,Datos,DWH,Mainframe,Requisitos,ShadowDR),Daniela Ríos,4/4/2024,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
sugerencia,KIOS-411,591,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,Cerrado,Sprint 3,Funcional,Desempeño,Sistema,Datos,CORE Banking,Cloud,Operacion,ShadowDR),Laura Ortega,6/21/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Incidente,MOB-589,592,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Baja,Cerrado,Sprint 17,Funcional,Funcional,UAT,Software IA,CRM,Cloud,Ideación,ShadowDR),Isabela Aguirre,9/1/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Defecto,POS-101,593,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Cerrado,Sprint 12,Integración,Usabilidad,integracion,Software IA,ERP,Cloud,Construcción,Desarrollo,Mariana Cárdenas,3/6/2025,v1.0.1,Miguel Herrera,Sprint 12,v1.0.2,Manual
sugerencia,BD-921,594,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Media,Resuelto,Sprint 17,Regresión,Datos,Unitaria,Software IA,DWH,Mainframe,Requisitos,ShadowDR),Daniela Ríos,7/31/2024,v1.0.1,Ana López,,v1.0.2,Manual
riesgo,CORE-568,595,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Resuelto,Sprint 7,Funcional,Funcional,integracion,Software IA,Datalake,Mainframe,Construcción,Sandbox,Juan Pérez,11/22/2024,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
riesgo,WEB-342,596,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Alta,Resuelto,Sprint 5,Carga,Funcional,integracion,Software IA,CORE Banking,Mainframe,Ideación,Pre-Producción,Pedro Cruz,9/22/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Incidente,KIOS-411,597,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,Reabierto,Sprint 10,Funcional,Funcional,Sistema,Software Tradicional,DWH,Mainframe,Operacion,Sandbox,Juan Pérez,6/8/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Automatizada
sugerencia,CORE-568,598,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,Resuelto,Sprint 14,Smoke,Seguridad,Unitaria,Software Tradicional,CORE Banking,Mainframe,Ideación,Pruebas,Sebastián Cortés,2/10/2024,v1.0.1,Daniela Ríos,Sprint 17,v1.0.2,Manual
Incidente,MOB-589,599,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Pendiente,Sprint 18,Integración,UX,UAT,Software IA,Datalake,On-Premise- Hibrido,Construcción,Pruebas,Laura Ortega,4/22/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Incidente,CORE-568,600,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,Reabierto,Sprint 17,Funcional,Desempeño,Sistema,Software IA,DWH,Mainframe,Requisitos,Desarrollo,Pedro Cruz,5/14/2024,v1.0.1,Paula Navarro,Sprint 20,v1.0.2,Manual
Incidente,POS-101,601,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,En progreso,Sprint 12,Smoke,Datos,UAT,SAP,CRM,On-Premise- Hibrido,Requisitos,ShadowDR),Antonella Duque,9/14/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Defecto,MOB-589,602,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Alta,Rechazado,Sprint 12,Carga,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Requisitos,Integracion,Gabriela Paredes,6/13/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
sugerencia,CORE-568,603,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Alta,Cerrado,Sprint 1,Smoke,Funcional,Unitaria,Datos,Datalake,On-Premise- Hibrido,Requisitos,Pruebas,Juan Pérez,7/25/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Defecto,WEB-342,604,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 1,Carga,Compatibilidad,Sistema,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Integracion,Juan Pérez,3/10/2025,v1.0.1,Antonella Duque,Sprint 13,v1.0.2,Manual
sugerencia,KIOS-411,605,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Pendiente,Sprint 7,Carga,Funcional,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Operacion,ShadowDR),Paula Navarro,7/12/2025,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Incidente,BD-921,606,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Baja,Resuelto,Sprint 20,Funcional,Funcional,Sistema,SAP,CORE Banking,On-Premise- Hibrido,Ideación,Producción,Laura Ortega,10/16/2024,v1.0.1,Ana López,,v1.0.2,Manual
Defecto,MOB-589,607,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Crítica,Cerrado,Sprint 18,Sanity,Funcional,Sistema,SAP,DWH,Mainframe,Operacion,Integracion,Valentina Castillo,7/10/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
riesgo,KIOS-411,608,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 3,Funcional,Portabilidad,integracion,Software Tradicional,ERP,Cloud,Operacion,ShadowDR),Isabela Aguirre,8/4/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Incidente,API-073,609,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Alta,Resuelto,Sprint 4,Funcional,Funcional,Unitaria,Software Tradicional,Datalake,Mainframe,Operacion,Integracion,Lucía Fernández,5/1/2025,v1.0.1,Ana López,,v1.0.2,Automatizada
Defecto,WEB-342,610,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Alta,Pendiente,Sprint 19,Exploratoria,Funcional,Unitaria,SAP,CRM,Mainframe,Requisitos,Pre-Producción,Isabela Aguirre,8/3/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Defecto,BD-921,611,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,En progreso,Sprint 17,Funcional,Funcional,integracion,Datos,CORE Banking,Cloud,Construcción,Producción,Valentina Castillo,2/20/2024,v1.0.1,Daniela Ríos,,v1.0.2,Automatizada
sugerencia,BD-921,612,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 0,Regresión,Funcional,Unitaria,Datos,CORE Banking,Mainframe,Operacion,Desarrollo,Sebastián Cortés,8/21/2025,v1.0.1,Pedro Cruz,Sprint 1,v1.0.2,Manual
riesgo,API-073,613,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Baja,Resuelto,Sprint 17,Funcional,Seguridad,integracion,Software Tradicional,DWH,Cloud,Construcción,Desarrollo,Camila Vargas,5/28/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
riesgo,KIOS-411,614,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Media,Cerrado,Sprint 6,Smoke,Funcional,Unitaria,Datos,Datalake,Mainframe,Construcción,ShadowDR),Paula Navarro,6/12/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
riesgo,BD-921,615,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Alta,Rechazado,Sprint 8,Funcional,Funcional,integracion,Software IA,CRM,On-Premise- Hibrido,Ideación,Pruebas,Jorge Ramírez,7/24/2024,v1.0.1,Laura Ortega,,v1.0.2,Automatizada
sugerencia,WEB-342,616,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,Resuelto,Sprint 5,Smoke,Funcional,Unitaria,SAP,CRM,Cloud,Ideación,ShadowDR),Sofía Morales,6/22/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
riesgo,KIOS-411,617,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Baja,Resuelto,Sprint 0,Funcional,Funcional,Unitaria,Software IA,ERP,Cloud,Operacion,ShadowDR),Lucía Fernández,6/22/2025,v1.0.1,Laura Ortega,,v1.0.2,Automatizada
Incidente,POS-101,618,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Pendiente,Sprint 5,Exploratoria,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Construcción,Pruebas,Camila Vargas,2/19/2025,v1.0.1,Gabriela Paredes,Sprint 10,v1.0.2,Manual
Defecto,WEB-342,619,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Crítica,En progreso,Sprint 10,Funcional,Funcional,integracion,Datos,Datalake,Cloud,Ideación,Producción,Isabela Aguirre,9/8/2024,v1.0.1,Miguel Herrera,,v1.0.2,Automatizada
Defecto,WEB-342,620,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Alta,Rechazado,Sprint 17,Aceptación,Funcional,Sistema,Datos,Datalake,Mainframe,Operacion,Desarrollo,Mariana Cárdenas,6/19/2024,v1.0.1,Lucía Fernández,Sprint 19,v1.0.2,Manual
Incidente,MOB-589,621,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Media,En progreso,Sprint 14,Carga,Seguridad,Sistema,Datos,DWH,Cloud,Ideación,Desarrollo,Mariana Cárdenas,1/25/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
sugerencia,BD-921,622,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Alta,En progreso,Sprint 19,Smoke,Funcional,UAT,Software IA,Datalake,Cloud,Ideación,Pruebas,Gabriela Paredes,1/15/2025,v1.0.1,Pedro Cruz,Sprint 19,v1.0.2,Manual
riesgo,KIOS-411,623,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Pendiente,Sprint 7,Funcional,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Requisitos,Integracion,Daniela Ríos,11/6/2024,v1.0.1,Jorge Ramírez,Sprint 18,v1.0.2,Manual
sugerencia,BD-921,624,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Alta,Reabierto,Sprint 12,Exploratoria,Funcional,integracion,SAP,CORE Banking,On-Premise- Hibrido,Construcción,Producción,Sebastián Cortés,5/26/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
riesgo,WEB-342,625,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Pendiente,Sprint 4,Exploratoria,Funcional,Unitaria,Software Tradicional,DWH,Mainframe,Operacion,Producción,Daniela Ríos,6/3/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
sugerencia,BD-921,626,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Alta,Reabierto,Sprint 2,Funcional,Funcional,Unitaria,Datos,Datalake,Mainframe,Requisitos,Sandbox,Antonella Duque,5/21/2025,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
sugerencia,MOB-589,627,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Media,Resuelto,Sprint 16,Sanity,Datos,integracion,Datos,Datalake,On-Premise- Hibrido,Operacion,Pruebas,Pedro Cruz,3/10/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Defecto,MOB-589,628,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Pendiente,Sprint 12,Funcional,Funcional,integracion,Datos,CORE Banking,On-Premise- Hibrido,Construcción,Pruebas,Pedro Cruz,1/11/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Defecto,BD-921,629,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Alta,En progreso,Sprint 3,Aceptación,Funcional,UAT,SAP,ERP,Cloud,Ideación,Pruebas,Mateo Linares,4/25/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Defecto,MOB-589,630,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,En progreso,Sprint 13,Funcional,Funcional,integracion,Software IA,DWH,Cloud,Operacion,Sandbox,Valentina Castillo,4/4/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
riesgo,POS-101,631,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Baja,Cerrado,Sprint 13,Aceptación,Funcional,UAT,SAP,CRM,On-Premise- Hibrido,Operacion,Sandbox,Mariana Cárdenas,5/16/2025,v1.0.1,Ana López,,v1.0.2,Manual
Defecto,POS-101,632,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Media,En progreso,Sprint 1,Aceptación,Funcional,UAT,Software Tradicional,Datalake,Cloud,Ideación,Sandbox,Sofía Morales,9/1/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
Defecto,KIOS-411,633,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Rechazado,Sprint 5,Carga,Datos,Unitaria,SAP,CORE Banking,Mainframe,Requisitos,Desarrollo,Lucía Fernández,1/22/2025,v1.0.1,Gabriela Paredes,Sprint 19,v1.0.2,Manual
Incidente,KIOS-411,634,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Rechazado,Sprint 19,Regresión,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Ideación,Desarrollo,Miguel Herrera,3/7/2024,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
riesgo,MOB-589,635,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Crítica,En progreso,Sprint 5,Integración,Funcional,UAT,SAP,ERP,Cloud,Requisitos,Producción,Sofía Morales,10/18/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
riesgo,API-073,636,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Media,Pendiente,Sprint 3,Sanity,Funcional,integracion,Software Tradicional,DWH,On-Premise- Hibrido,Ideación,Desarrollo,Ana López,11/7/2024,v1.0.1,Sofía Morales,Sprint 9,v1.0.2,Manual
riesgo,WEB-342,637,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Reabierto,Sprint 13,Sanity,Funcional,integracion,SAP,ERP,Mainframe,Operacion,Pre-Producción,Laura Ortega,11/9/2024,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Defecto,WEB-342,638,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Baja,Resuelto,Sprint 4,Regresión,Desempeño,Sistema,Software Tradicional,Datalake,Mainframe,Operacion,Integracion,Valentina Castillo,3/24/2024,v1.0.1,Esteban Méndez,Sprint 19,v1.0.2,Manual
Defecto,KIOS-411,639,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Alta,En progreso,Sprint 0,Integración,Compatibilidad,Sistema,Software Tradicional,Datalake,On-Premise- Hibrido,Requisitos,Pruebas,Esteban Méndez,3/18/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
Defecto,CORE-568,640,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,En progreso,Sprint 7,Sanity,Funcional,integracion,Datos,Datalake,Mainframe,Operacion,Pre-Producción,Pedro Cruz,3/4/2025,v1.0.1,Sebastián Cortés,Sprint 7,v1.0.2,Manual
Defecto,POS-101,641,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Media,Reabierto,Sprint 2,Carga,Portabilidad,UAT,Software IA,DWH,Mainframe,Construcción,Pruebas,Gabriela Paredes,11/1/2024,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
riesgo,POS-101,642,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Alta,Pendiente,Sprint 19,Regresión,Funcional,Sistema,Datos,ERP,On-Premise- Hibrido,Requisitos,Sandbox,Mariana Cárdenas,6/6/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Incidente,POS-101,643,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Alta,Resuelto,Sprint 13,Funcional,Funcional,integracion,Datos,CRM,On-Premise- Hibrido,Operacion,Desarrollo,Valentina Castillo,10/2/2025,v1.0.1,Paula Navarro,,v1.0.2,Automatizada
Incidente,BD-921,644,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,Resuelto,Sprint 3,Regresión,Seguridad,UAT,Datos,ERP,Cloud,Requisitos,Integracion,Lucía Fernández,7/8/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
riesgo,API-073,645,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 3,Funcional,Usabilidad,Sistema,Software IA,DWH,On-Premise- Hibrido,Construcción,Pruebas,Daniela Ríos,10/4/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
sugerencia,API-073,646,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Alta,Resuelto,Sprint 9,Funcional,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Requisitos,Pruebas,Esteban Méndez,8/3/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
sugerencia,BD-921,647,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Alta,Resuelto,Sprint 17,Funcional,Seguridad,Sistema,Datos,CRM,On-Premise- Hibrido,Ideación,Pruebas,Gabriela Paredes,5/13/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Incidente,POS-101,648,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Baja,Reabierto,Sprint 5,Sanity,Portabilidad,Sistema,SAP,CORE Banking,On-Premise- Hibrido,Operacion,Producción,Jorge Ramírez,5/11/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Defecto,WEB-342,649,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Resuelto,Sprint 5,Smoke,Funcional,Sistema,Datos,ERP,On-Premise- Hibrido,Requisitos,Integracion,Lucía Fernández,12/15/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
riesgo,CORE-568,650,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Alta,Pendiente,Sprint 7,Aceptación,Funcional,Unitaria,Software IA,CORE Banking,On-Premise- Hibrido,Construcción,Desarrollo,Laura Ortega,6/9/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
